LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056388			114	Location / Site Name	Location	Vic la Gardiole France											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Site location 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056389			338	Vapor pressure deficit (VPD) during measurement	VPD	1.66	 kPa 										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Vapour pressure deficit 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056390			326	Relative air humidity during measurement (Relative humidity, RH )	RH	66.39	 %										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 relative humidity 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056391			1665	Air temperature during measurement (Tair)	Tair	24.58	C										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	  Air temperature 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056392			1666	Leaf temperature during measurement (Tleaf)	Tleaf	27.65	C										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Leaf temperature 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056393			323	Atmospheric CO2 concentration during measurement (Ca)	CO2S	394.41	 ppm										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 CO2 concentration at leaf surface 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056394			340	Photosynthetically Active Radiation during measurement (PAR)	PARin	1245	 micro mol m-2 s-1										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Photosynthetically active radiation in cuvette 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056395			3801	Atmospheric pressure	Patm	99.44	 kPa										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Atomospheric pressure 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056398	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	Ci	175.717766	 ppm 	Single				175.717766	ppm			1.20662	Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Intercelllular [CO2] 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056400			59	Latitude	latitude	43.48333333						43.48333333					Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Site latitude 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056401			60	Longitude	longitude	3.75						3.75					Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Site longitude 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056402			443	Canopy position: sun vers. Shade leaf qualifier, light exposure; canopy, understorey,	canopyposition	top											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056404			6646	Instrumentation	Instrument	Licor 6400(2cm_ Fluo)											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Instrument used for measurement 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056405			695	Measurement date: season	Season	summer											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Season when the measurement conducted 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056406			324	Treatment CO2	GrowthCa	ambient											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Growth [CO2] 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056407			315	Treatment plant growth temperature during day	GrowthTair	ambient											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Growth Tair 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056408			327	Treatment: Exposition	Growthcond	Field											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Growth condition 	Natural environment	
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056409			1864	Treatment exposition 2	Treatment	Dry site of Gradient											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Experimental treatment 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056410			235	Comments, notes, methods	Comments	Initial point of A-Ci curve											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056411			113	Reference / source	Reference	Martin-StPaul et al 2012											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949812	27056412			61	Altitude	Alt	7						7	m				Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056413			115	Species phylogenic group	Type	angiosperm											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056416			193	Vegetation type / Biome	Tregion	temperate											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056417			202	Vegetation type / Biome ( 2)	Wregion	humid											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Classification based on aridity index 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056418			911	Wetness/Humidity/Aridity of area where samples were taken	Wregion2	0.879											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Moisture index 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056419			241	Measurement date / sampling date	Date	07/21/2009											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	Date of the year when measurement conducted 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056420			394	Measurement time	Time	0.610092592592593											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	Time of the day when measurement conducted 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056421			958	Group contributor	Datacontrib	Nicolas Martin-StPaul											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Name of the data contributor 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056422			114	Location / Site Name	Location	Vic la Gardiole France											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Site location 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056423			338	Vapor pressure deficit (VPD) during measurement	VPD	1.32	 kPa 										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Vapour pressure deficit 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056424			326	Relative air humidity during measurement (Relative humidity, RH )	RH	71.32	 %										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 relative humidity 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056425			1665	Air temperature during measurement (Tair)	Tair	23.56	C										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	  Air temperature 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056426			1666	Leaf temperature during measurement (Tleaf)	Tleaf	26.12	C										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Leaf temperature 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056427			323	Atmospheric CO2 concentration during measurement (Ca)	CO2S	391.69	 ppm										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 CO2 concentration at leaf surface 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056428			340	Photosynthetically Active Radiation during measurement (PAR)	PARin	1501	 micro mol m-2 s-1										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Photosynthetically active radiation in cuvette 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056429			3801	Atmospheric pressure	Patm	99.42	 kPa										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Atomospheric pressure 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056432	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	Ci	175.7286958	 ppm 	Single				175.7286958	ppm		27056398	1.20662	Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Intercelllular [CO2] 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056434			59	Latitude	latitude	43.48333333						43.48333333					Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Site latitude 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056435			60	Longitude	longitude	3.75						3.75					Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Site longitude 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056436			443	Canopy position: sun vers. Shade leaf qualifier, light exposure; canopy, understorey,	canopyposition	top											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056438			6646	Instrumentation	Instrument	Licor 6400(2cm_ Fluo)											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Instrument used for measurement 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056439			695	Measurement date: season	Season	summer											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Season when the measurement conducted 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056440			324	Treatment CO2	GrowthCa	ambient											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Growth [CO2] 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056441			315	Treatment plant growth temperature during day	GrowthTair	ambient											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Growth Tair 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056442			327	Treatment: Exposition	Growthcond	Field											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Growth condition 	Natural environment	
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056443			1864	Treatment exposition 2	Treatment	Dry site of Gradient											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Experimental treatment 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056444			235	Comments, notes, methods	Comments	Initial point of A-Ci curve											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056445			113	Reference / source	Reference	Martin-StPaul et al 2012											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949813	27056446			61	Altitude	Alt	7						7	m				Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056447			115	Species phylogenic group	Type	angiosperm											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056450			193	Vegetation type / Biome	Tregion	temperate											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056451			202	Vegetation type / Biome ( 2)	Wregion	humid											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Classification based on aridity index 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056452			911	Wetness/Humidity/Aridity of area where samples were taken	Wregion2	0.879											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Moisture index 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056453			241	Measurement date / sampling date	Date	07/21/2009											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	Date of the year when measurement conducted 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056454			394	Measurement time	Time	0.408993055555556											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	Time of the day when measurement conducted 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056455			958	Group contributor	Datacontrib	Nicolas Martin-StPaul											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Name of the data contributor 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056456			114	Location / Site Name	Location	Vic la Gardiole France											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Site location 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056457			338	Vapor pressure deficit (VPD) during measurement	VPD	1.1	 kPa 										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Vapour pressure deficit 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056458			326	Relative air humidity during measurement (Relative humidity, RH )	RH	83.6	 %										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 relative humidity 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056459			1665	Air temperature during measurement (Tair)	Tair	20.95	C										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	  Air temperature 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056460			1666	Leaf temperature during measurement (Tleaf)	Tleaf	25.03	C										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Leaf temperature 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056461			323	Atmospheric CO2 concentration during measurement (Ca)	CO2S	390.46	 ppm										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 CO2 concentration at leaf surface 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056462			340	Photosynthetically Active Radiation during measurement (PAR)	PARin	1501	 micro mol m-2 s-1										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Photosynthetically active radiation in cuvette 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056463			3801	Atmospheric pressure	Patm	99.43	 kPa										Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Atomospheric pressure 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056466	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	Ci	183.9252386	 ppm 	Single				183.9252386	ppm			1.00467	Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Intercelllular [CO2] 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056468			59	Latitude	latitude	43.48333333						43.48333333					Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Site latitude 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056469			60	Longitude	longitude	3.75						3.75					Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Site longitude 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056470			443	Canopy position: sun vers. Shade leaf qualifier, light exposure; canopy, understorey,	canopyposition	top											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056472			6646	Instrumentation	Instrument	Licor 6400(2cm_ Fluo)											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Instrument used for measurement 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056473			695	Measurement date: season	Season	summer											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Season when the measurement conducted 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056474			324	Treatment CO2	GrowthCa	ambient											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Growth [CO2] 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056475			315	Treatment plant growth temperature during day	GrowthTair	ambient											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Growth Tair 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056476			327	Treatment: Exposition	Growthcond	Field											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Growth condition 	Natural environment	
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056477			1864	Treatment exposition 2	Treatment	Dry site of Gradient											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Experimental treatment 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056478			235	Comments, notes, methods	Comments	Initial point of A-Ci curve											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056479			113	Reference / source	Reference	Martin-StPaul et al 2012											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949814	27056480			61	Altitude	Alt	7						7	m				Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949815	27056481			115	Species phylogenic group	Type	angiosperm											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949815	27056484			193	Vegetation type / Biome	Tregion	temperate											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893			
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949815	27056485			202	Vegetation type / Biome ( 2)	Wregion	humid											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Classification based on aridity index 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949815	27056486			911	Wetness/Humidity/Aridity of area where samples were taken	Wregion2	0.879											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Moisture index 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949815	27056487			241	Measurement date / sampling date	Date	07/21/2009											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	Date of the year when measurement conducted 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949815	27056488			394	Measurement time	Time	0.655277777777778											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	Time of the day when measurement conducted 		
Medlyn	Belinda	437	Global Leaf Gas Exchange Database (II)	Quercus ilex	45402	Quercus ilex	2949815	27056489			958	Group contributor	Datacontrib	Nicolas Martin-StPaul											Knauer et al. (2017) Towards physiologically meaningful water-use efficiency estimates from eddy covariance data. Global Change Biology, DOI: 10.1111/gcb.13893	 Name of the data contributor 		
